date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-07-13,24.3,18.2,30.1,0,,229,16.2,40.7,1020.8,174
2022-07-14,19.8,14.7,25.5,0,,349,13.3,50,1020.7,528
2022-07-15,17.6,12.3,22.8,0,,320,8.6,27.7,1023,507
2022-07-16,18.7,12.2,23.5,0,,310,13,43.9,1024.4,622
2022-07-17,19.3,8.8,27.2,0,,6,6.5,22.3,1026.9,868
2022-07-18,24.4,11.8,34.1,0,,110,7.6,32,1022.4,857
2022-07-19,28.6,16.2,38.2,0,,120,12.2,43.9,1016.9,883
2022-07-20,26,18.7,31,7.4,,249,14.8,38.2,1017,604
2022-07-21,18.6,15.9,22.9,5.2,,238,17.6,42.5,1019.8,51
2022-07-22,18.4,15.4,22.8,4.2,,7,7.6,20.5,1020.5,215
2022-07-23,20,14.1,25.7,0,,349,6.8,25.9,1019.7,786
2022-07-24,23.9,16.3,31,0,,165,12.2,34.6,1017.5,840
2022-07-25,23.9,18.8,27.3,0,,211,20.5,48.2,1011.1,349
2022-07-26,19,15.4,23.2,0.4,,282,15.5,40.7,1017.1,194
2022-07-27,17,10,21.7,0,,5,9,26.6,1020.4,427
2022-07-28,19.4,12.2,25.5,1.4,,41,16.2,33.5,1018,558
2022-07-29,19.6,14.6,24.7,0,,6,10.4,42.1,1016.9,366
2022-07-30,20,12.6,26.3,0,,302,8.6,29.5,1019.1,488
2022-07-31,21.5,18.2,27.5,5.7,,218,15.5,42.5,1017,59
2022-08-01,20.6,14.1,25.6,0,,299,11.2,28.4,1018.2,360
2022-08-02,22.1,12,29.4,0,,214,12.2,48.2,1017.8,788
2022-08-03,25.8,18.1,33.2,0,,199,10.1,35.3,1015.4,837
2022-08-04,25.9,18,33.5,7.4,,342,12.2,38.9,1013.4,426
2022-08-05,18.8,12.6,22.9,0,,347,13,33.5,1018.9,224
2022-08-06,16.3,8.5,22.4,0,,10,7.9,35.3,1027.6,622
2022-08-07,18.7,9.4,26.1,0,,355,8.3,39.6,1025,816
2022-08-08,20.2,12.7,26.2,0,,1,11.5,34.6,1025.5,839
2022-08-09,22.2,15.6,28.9,0,,26,14.8,42.5,1026.9,839
2022-08-10,24.2,16.3,31.2,0,,36,13,37.1,1024.9,834
2022-08-11,24.7,14.4,32.4,0,,50,9.4,34.6,1021.5,831
2022-08-12,24.5,13.8,32.5,0,,61,11.9,40.7,1018.6,823
2022-08-13,24.9,14.1,32.4,0,,70,9.4,31.3,1015.9,825
2022-08-14,25.5,15.8,32.6,0,,89,9,27.7,1008.3,666
2022-08-15,23,19.3,26.5,0,,199,13.6,31.3,1005.4,79
2022-08-16,24.3,18.3,30.4,0,,194,10.1,34.6,1008.8,589
2022-08-17,21.4,16.6,24.7,0,,294,9.7,33.5,1011.2,168
2022-08-18,20.8,16.2,25.9,0.1,,301,7.6,22.3,1013.7,175
2022-08-19,21,14.4,27.8,7.6,,281,10.4,38.2,1014.7,554
2022-08-20,20.2,15.1,25.1,0,,253,12.2,31.3,1017.4,308
2022-08-21,19.8,13.5,25.9,0,,250,9.7,27,1017.3,720
2022-08-22,21.7,13.7,28.8,0,,359,6.1,23.4,1015.4,286
2022-08-23,23.1,14.8,30.4,0,,238,7.9,27.7,1016.1,727
2022-08-24,25.2,15.3,33.7,0,,82,7.9,25.9,1017.9,775
2022-08-25,25.8,16.7,33.3,0,,110,8.3,27.7,1015.4,773
2022-08-26,21.2,17.1,23.7,0,,321,13.7,32.8,1015.9,0
2022-08-27,19.2,16.4,22,0,,353,9.4,27.7,1017.5,0
2022-08-28,19,13.8,24.2,0,,12,15.1,37.1,1020.6,680
2022-08-29,17.5,9.7,24.4,0,,24,7.6,24.8,1021.8,591
2022-08-30,21.2,16.4,26.6,0,,38,15.8,36.4,1020.5,562
2022-08-31,20.5,15.8,25.4,0,,45,16.9,38.9,1021.2,365
2022-09-01,20.1,14.4,26.6,0,,54,12.2,35.6,1020,608
2022-09-02,20.4,14.1,26.9,0,,97,13,44.3,1015.3,544
2022-09-03,20.6,14.7,26.4,0,,125,14.8,45,1012.6,667
2022-09-04,21.7,16,28.6,0,,166,11.2,26,1018.3,612
2022-09-05,23.7,16.8,30.8,0.5,,126,9,27.7,1019.1,566
2022-09-06,24,17.5,30.7,8,,171,11.5,85.7,1015.1,711
2022-09-07,19.8,15.6,25.7,5.1,,209,11.2,32.8,1013,366
2022-09-08,18.4,14.3,23.1,9.9,,201,16.2,65.5,1009.3,232
2022-09-09,17.3,14.6,21.6,3.2,,188,18.7,66.6,1009.6,104
2022-09-10,16.4,15.1,18.3,16.9,,220,15.8,38.9,1012.6,6
2022-09-11,16.4,13.1,21.8,0,,297,6.1,18.4,1019.2,322
2022-09-12,18.7,10.5,25.3,0,,135,10.8,29.5,1015.1,588
2022-09-13,20.5,16.8,26,8.1,,206,8.6,19.8,1010.2,356
2022-09-14,14.5,12.2,17.1,13.6,,18,9.4,24.1,1006.6,0
2022-09-15,14.5,9.6,18.1,0.8,,272,10.8,43.9,1009.3,22
2022-09-16,12.9,10.4,16.5,0.3,,265,17.3,39.6,1011.8,397
2022-09-17,12.3,9.7,15.5,5.1,,286,17.3,61.2,1015,389
2022-09-18,11,8.5,13.6,19.7,,270,17.3,46.4,1015.8,0
2022-09-19,12.1,9,16.5,0.6,,285,14.8,52.9,1020.5,137
2022-09-20,12.5,6.6,16.7,0,,300,9,26.6,1024.3,285
2022-09-21,11.1,5.2,17.8,0,,77,5.4,17.3,1026.9,582
2022-09-22,12.2,4.1,18.9,0,,133,9.4,26.6,1023.1,673
2022-09-23,13.9,10,18.1,0,,176,12.6,31,1016.8,235
2022-09-24,14.3,12.1,17.2,0.1,,169,7.9,24.1,1013.8,18
2022-09-25,13.4,8.6,17.5,0,,341,11.2,25.9,1014.5,413
2022-09-26,11.4,9.4,13.7,12.6,,195,19.8,42.5,1002.4,0
2022-09-27,9.9,8.2,12.4,5.2,,247,18.4,38.2,998.6,20
2022-09-28,9.5,6.6,14.9,2.8,,241,11.9,45,998.4,104
2022-09-29,9.4,3.9,16.1,0,,160,7.2,22.3,1003.9,593
2022-09-30,11.1,3.4,17.1,9.2,,173,14.8,40,1010.3,605
2022-10-01,13.2,10,17.2,9.6,,217,20.9,61.2,1008,196
2022-10-02,13.7,6.4,17.7,1.9,,253,14,40,1019.3,202
2022-10-03,11.7,5.9,17.6,0,,233,4.7,22.3,1027.2,253
2022-10-04,13.2,9.2,19,0,,165,13.3,31.3,1021.8,517
2022-10-05,16.1,10.8,21.8,0.6,,181,23.4,59.8,1017.8,248
2022-10-06,13,7.9,17.3,0,,233,15.1,34.6,1029.1,617
2022-10-07,11.9,7.4,18.1,0.4,,189,15.5,33.5,1023.6,613
2022-10-08,11.8,4.5,16.7,0,,239,13.3,40.7,1022.2,368
2022-10-09,10.4,3,17.4,0,,130,11.2,33.8,1022.7,612
2022-10-10,12.6,5.8,19.5,0,,183,16.9,37.8,1018,349
2022-10-11,8.2,2.9,15.5,0,,135,4.7,14.8,1027,527
2022-10-12,9.4,2.8,15.9,0,,136,7.2,27.7,1024,468
2022-10-13,12.8,9.4,16.2,2.4,,170,15.8,38.9,1018.4,26
2022-10-14,13.9,12.5,15.6,2.9,,168,12.2,29.2,1012.3,0
2022-10-15,14.8,10.9,19.5,2.8,,189,14,40.7,1008.5,85
2022-10-16,15.9,12.7,19.7,1.4,,182,14,31.3,1015.7,366
2022-10-17,17.5,14.6,20,5.2,,176,17.3,41.4,1021.6,76
2022-10-18,14.2,6.9,18.4,0,,348,5,20.5,1028,268
2022-10-19,10.3,5.5,16.3,0,,34,9.4,33.5,1025.9,534
2022-10-20,13.4,10.6,15.2,2,,144,24.5,50,1014,71
2022-10-21,15.6,14.1,19.5,0.1,,151,18.4,42.5,1009.2,133
2022-10-22,15.1,12.4,18.1,0,,170,17.3,38.9,1014.1,68
2022-10-23,16.1,13.5,19.1,2.8,,148,21.2,49.3,1010.4,56
2022-10-24,15.8,13,18.9,5.3,,188,23.4,58,1008.9,45
2022-10-25,13.7,9.9,17.5,0,,206,16.9,37.1,1016.2,197
2022-10-26,15.9,12.3,20.5,0,,174,17.3,35.3,1017.6,374
2022-10-27,17.8,13.6,21.4,0,,150,21.6,43.2,1021.7,382
2022-10-28,19.4,15.4,23.9,0,,171,18.7,40.7,1019.5,295
2022-10-29,18.2,13.4,22,0,,155,15.8,38.2,1019.7,240
2022-10-30,16.7,11.9,21.1,0,,171,14,29.5,1018.6,416
2022-10-31,15.2,9.7,19.5,0.4,,133,10.8,37.8,1017.9,101
2022-11-01,14.8,12.1,17.3,0,,190,26.6,52.9,1015.6,478
2022-11-02,12.8,9.3,15.5,0,,202,24.1,50,1020,349
2022-11-03,12,10.2,15.3,2.8,,155,24.8,49.3,1008.4,37
2022-11-04,10,5.7,12.7,0.3,,221,10.8,37.8,1008.3,113
2022-11-05,8.4,3.7,11.4,0,,203,14,34.6,1018.1,245
2022-11-06,9.7,7.4,12.6,1,,162,24.5,46.4,1012.5,134
2022-11-07,12.7,8.8,15,0,,189,22.3,44.3,1012,3
2022-11-08,14,11.2,16.3,0.5,,163,26.6,52.9,1008.6,143
2022-11-09,13,8.2,15.2,0,,204,23.8,52.9,1011.2,277
2022-11-10,10.8,8.1,15.1,0,,208,19.4,40.7,1025,407
2022-11-11,9.9,7.2,13.9,0,,159,16.6,31,1031.4,393
2022-11-12,9.8,5.1,15.5,0,,152,9.4,25.9,1031.3,481
2022-11-13,8.5,0.8,17.4,0,,94,6.1,20.5,1023.1,482
2022-11-14,6.1,-0.1,10.3,0.4,,130,15.1,38.2,1013.2,63
2022-11-15,12.5,10.1,14.2,10.3,,157,20.9,42.5,1006.7,256
2022-11-16,11.4,9.1,13.8,6.7,,162,19.1,43.2,999.9,358
2022-11-17,11,8.7,12.6,1.1,,164,24.5,61.2,991.8,0
2022-11-18,8.9,5.5,12,2.1,,173,11.5,25.9,1002.8,199
2022-11-19,2.3,-1.2,5.4,0,,44,13.3,29.5,1012,0
2022-11-20,3.7,-0.4,8.2,9.3,,327,11.2,48.6,1009.5,2
2022-11-21,6.2,3.7,9.1,1.9,,165,13.7,43.2,1001.6,132
2022-11-22,7.2,4.7,9,0.9,,164,23,51.1,995.5,196
2022-11-23,8.6,6.2,10.8,4,,171,22,47.5,1000.1,286
2022-11-24,8.8,6.1,11.6,1.6,,190,19.1,38.9,1010.4,296
2022-11-25,8.8,3.7,11.9,0.7,,197,16.9,46.4,1017.4,242
2022-11-26,6.3,2.9,9.7,0,,165,14.8,38.9,1029.5,158
2022-11-27,7,4.8,9.4,3.9,,152,25.9,51.8,1020.7,0
2022-11-28,7.2,6.2,8.5,5,,164,16.9,46.4,1012.3,0
2022-11-29,7.5,4.2,8.8,0.1,,278,6.5,14.8,1019.1,0
2022-11-30,6.3,5.5,6.9,0,,338,8.3,21.6,1024.6,0
2022-12-01,5.5,3.6,6.6,0,,26,13,28.4,1027.2,17
2022-12-02,2.9,1.4,3.7,0,,43,15.5,38.2,1024.1,0
2022-12-03,1.7,0.9,2.5,0,,52,15.5,30.2,1021.1,15
2022-12-04,1.5,-1.1,2.7,0.3,,59,12.6,27.7,1017.7,0
2022-12-05,1.4,0.2,2.6,11.2,,3,7.2,24.8,1019.5,0
2022-12-06,3.7,0.9,5.7,0,,247,7.6,23.4,1019.8,43
2022-12-07,4.7,3.1,6.8,0,,262,11.2,24.1,1016.4,102
2022-12-08,3.6,0,4.3,1.9,,240,14,33.8,1009.1,0
2022-12-09,1.1,-2.3,3.3,0,,17,6.1,14.8,1007.5,43
2022-12-10,-1.1,-4.4,0.2,0,,235,7.9,19.8,1011.4,0
2022-12-11,0.3,-0.2,0.8,0,,254,7.6,20.5,1011.7,0
2022-12-12,-0.6,-3.9,2.6,0,,149,6.5,16.6,1013.2,404
2022-12-13,-2.9,-7.2,0.9,0,,127,9.4,24.1,1011.3,312
2022-12-14,-3.5,-8,1.4,0,,57,4.7,26.6,1004.5,149
2022-12-15,-5.6,-9.6,-2.5,0,,157,7.6,21.6,1010,167
2022-12-16,-4.1,-10,-1.1,0,,198,5,14.8,1016.6,35
2022-12-17,-3.6,-6.9,-1.7,0,,163,11.2,25.2,1027.3,32
2022-12-18,-1.7,-4.9,0.5,0.4,,150,24.5,59.8,1026.7,117
2022-12-19,5.5,0.3,10.8,3.1,,156,28.4,53.6,1018.6,0
2022-12-20,10.4,9,11.9,8.4,,162,20.2,42.5,1013.4,0
2022-12-21,9,7.9,9.8,9.6,,199,12.6,31.3,1010.8,21
2022-12-22,9.5,8.6,10.8,4.1,,191,15.1,32.8,1005.3,100
2022-12-23,10.5,9.1,13.3,8.7,,212,20.5,56.2,1004.6,0
2022-12-24,9.5,5.5,12.1,0,,219,18.4,43.9,1013.2,76
2022-12-25,10.1,7.9,12.1,19.3,,164,15.5,29.5,1012.8,0
2022-12-26,8.3,1.8,11.3,0.1,,239,17.3,43.9,1015.8,9
2022-12-27,5.1,2.6,7.9,0.3,,209,21.2,40,1024.7,222
2022-12-28,9.1,5.5,11.5,1.9,,191,28.4,58.7,1012,0
2022-12-29,10.4,5.8,12.5,0.4,,216,32.8,74.5,1005.8,16
2022-12-30,8.2,4.3,14.2,2.6,,175,24.1,56.2,1007.8,26
2022-12-31,16,13,17.5,0,,200,34.9,78.8,1008.2,0
