date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-01-01,1.7,-2.3,5.5,2.8,0,176,15.8,41.8,1034.6,318
2015-01-02,5.6,1.7,8.8,1.1,0,227,20.9,44.6,1028.1,132
2015-01-03,2.7,0.4,4.4,4.2,0,210,13.3,40,1025.2,0
2015-01-04,2.7,-1.5,6.4,0,0,266,11.5,26.3,1033.3,378
2015-01-05,2.7,-0.8,4.7,0,0,204,11.9,25.9,1033.4,228
2015-01-06,2.7,0.3,5,1.6,0,166,14.8,32.8,1024.5,114
2015-01-07,4,2,6.9,3.7,0,222,16.2,38.9,1028.1,348
2015-01-08,5.7,2.6,9.1,20.9,0,193,22,48.6,1023.2,0
2015-01-09,8.9,5.1,14.2,6.7,0,228,29.5,80.6,1019.7,0
2015-01-10,10.9,3.7,14.4,3.1,0,254,34.2,79.2,1013,0
2015-01-11,4.8,3,6.7,0.3,0,248,26.3,58.3,1018.9,24
2015-01-12,7.9,6.3,10,0.1,0,219,32.4,64.4,1017.1,0
2015-01-13,9.6,6.5,12.1,5.1,0,213,29.5,65.2,1007.9,0
2015-01-14,4.4,2.4,8,2.5,0,216,24.8,66.2,1010.3,6
2015-01-15,8.1,3.6,10.8,3.3,0,183,30.2,68.4,1001.8,0
2015-01-16,5.9,2.2,8.5,0,0,202,15.5,38.2,1006.7,66
2015-01-17,2.2,-1.3,5.4,0,0,230,11.5,25.9,1015.3,228
2015-01-18,2.6,0,5.1,0,0,164,19.1,36.7,1014.5,6
2015-01-19,0.3,-1.7,2.1,0,0,160,8.6,28.4,1013,18
2015-01-20,1,-0.4,2.3,0,0,2,4,13.7,1013.5,0
2015-01-21,0.7,-3.8,3.7,0,0,96,9.4,25.6,1013.5,162
2015-01-22,0.6,-0.6,1.2,0,0,44,13,27.4,1018.4,0
2015-01-23,-0.3,-1.7,0.8,0,0,18,9.7,26.3,1026.2,0
2015-01-24,0.5,-2.9,3,6.2,0,217,12.6,35.6,1022.6,54
2015-01-25,0.1,-4.6,2.4,4,50,204,8.6,20.5,1029.8,0
2015-01-26,3.9,1.9,6.7,5.7,10,199,15.1,32.4,1021.9,0
2015-01-27,3.7,1.1,5.8,0.9,0,278,12.6,32.8,1023.1,18
2015-01-28,4.5,1.8,7,3,0,206,24.1,64.8,1008.2,0
2015-01-29,3,0.9,5.4,2.8,0,217,24.1,49,986.8,66
2015-01-30,1.4,0.2,3,2.3,0,240,16.2,39.6,977.4,12
2015-01-31,1.6,-1.8,5.4,0.1,0,227,13.7,28.8,982.9,132
2015-02-01,1.7,-0.7,3.5,5.1,0,216,9.7,25.2,991.4,0
2015-02-02,1.2,0.1,2.3,2.3,30,264,14,31,1001.1,0
2015-02-03,0.9,-1.3,3.3,0.8,0,274,7.9,30.6,1005.5,0
2015-02-04,-0.9,-5.1,3.1,0,10,346,5.8,19.4,1015.4,54
2015-02-05,-1.9,-6.1,0.7,0,0,26,11.9,36.4,1023.7,198
2015-02-06,-0.6,-3,2.5,0,0,46,24.1,55.4,1028.6,504
2015-02-07,0.7,-4.5,5.3,0.3,0,352,10.8,38.5,1031.9,312
2015-02-08,3.7,2.2,5,0.1,0,326,17.3,42.5,1030.8,120
2015-02-09,4.7,2.9,6.2,1,0,281,13.7,28.8,1030.6,0
2015-02-10,5.3,4.6,6.4,0,0,337,7.6,18.7,1032,6
2015-02-11,3.9,0.9,6.1,0,0,123,11.5,27.4,1027,210
2015-02-12,3,1,6.8,0,0,151,16.9,34.2,1022.6,390
2015-02-13,4.1,0.3,9.5,0,0,150,23.8,48.2,1015.8,516
2015-02-14,6.1,-1.3,12.1,0,0,137,17.6,39.6,1009.8,366
2015-02-15,2.6,-3.5,9.1,0,0,39,7.2,23,1014.2,540
2015-02-16,2.7,0.5,6.5,0,0,155,15.5,35.6,1020.1,534
2015-02-17,2.7,-0.1,4.5,0.3,0,209,7.6,19.8,1033.2,0
2015-02-18,3.4,1.3,6.3,0,0,213,9.4,24.5,1040.3,0
2015-02-19,2.3,-0.2,5.9,0,0,168,20.5,40.3,1029.3,234
2015-02-20,5.5,1.9,7.7,9.4,0,175,20.5,43.2,1010.9,0
2015-02-21,4.1,1.6,6.8,1,0,226,15.5,47.5,999.9,78
2015-02-22,3,0.7,6.6,7.2,0,215,15.1,52.6,1008.9,180
2015-02-23,3.5,0.7,8.8,6.7,0,172,24.5,69.5,997.3,48
2015-02-24,4.3,2,7,3.6,0,211,21.2,52.2,1006.3,42
2015-02-25,4.4,1.1,8.5,0.2,0,191,14.8,33.1,1018,228
2015-02-26,6.2,1.8,10.1,12.9,0,162,19.4,47.2,1016.6,258
2015-02-27,5.2,-0.8,7.8,0.6,0,319,16.2,43.2,1015.7,114
2015-02-28,3.8,-3,8.9,2.7,0,177,19.4,50,1017.9,510
2015-03-01,7.9,4.4,11.7,0.8,0,201,27,60.5,1003.4,222
2015-03-02,5.6,2.5,9.7,3.6,0,249,24.1,72.4,1006.7,354
2015-03-03,4.5,2,9.1,3.1,0,226,23.4,69.5,1017.8,18
2015-03-04,3.9,0.4,7.2,1.9,0,252,17.6,42.5,1025.9,216
2015-03-05,4.9,0.2,9.1,0,0,282,9.4,24.1,1037.7,48
2015-03-06,5.3,0.3,8.9,0,0,204,10.1,23,1036.7,0
2015-03-07,7.4,1.7,14.3,0,0,162,18.7,34.6,1030.8,444
2015-03-08,10.7,4.4,18.4,0,0,176,15.8,37.1,1025,552
2015-03-09,7.9,3.4,12,0.2,0,230,5.4,20.9,1027.2,120
2015-03-10,8.1,1.8,13.2,0.4,0,301,9.4,28.8,1028.5,204
2015-03-11,4,-2.3,10.7,0,0,10,5.8,18.7,1032,534
2015-03-12,5.2,-3.7,13.3,0,0,70,9.4,29.9,1030.9,642
2015-03-13,4.1,-3.4,9.9,0,0,78,10.8,31,1026.1,414
2015-03-14,3.5,0.3,6.6,0.2,0,40,13.7,32,1028.1,12
2015-03-15,5.7,4.2,7.7,0.2,0,52,15.5,33.1,1027.1,0
2015-03-16,7,1.1,14.1,0,0,62,8.3,22,1024.3,606
2015-03-17,8.9,-0.9,18.4,0,0,42,5.4,23.8,1024.9,636
2015-03-18,8.7,0.5,16.9,0,0,355,9.4,32.4,1026.7,588
2015-03-19,6.1,0.8,7.6,0,0,349,8.3,22.3,1028.9,0
2015-03-20,3.4,-1.1,6.7,1.1,0,351,5.4,18,1026,0
2015-03-21,5,2.2,8,8.4,0,277,10.8,49,1019.1,102
2015-03-22,4.5,0.9,7.6,0,0,48,16.6,45.4,1025,246
2015-03-23,5.8,0.3,12.1,0,0,188,10.1,33.1,1017.1,552
2015-03-24,7.8,4.3,11.5,1.3,0,339,5.4,18.7,1009.3,222
2015-03-25,6.4,4.4,7.9,1,0,290,9.7,24.5,1007.2,0
2015-03-26,6,4.8,9,1.9,0,232,15.8,47.2,1008.9,54
2015-03-27,6.8,2.4,9.9,0,0,266,18.4,45.7,1017.8,42
2015-03-28,7.4,-1.3,12.2,3.3,0,178,16.6,41.8,1017.5,156
2015-03-29,10.1,6.3,12.1,14.5,0,,31.3,103.7,1000.7,0
2015-03-30,7.2,4.6,9.4,14.3,0,272,25.6,60.8,1005.2,348
2015-03-31,8.8,2.5,11.9,4.5,0,258,38.2,88.9,1001.6,192
2015-04-01,6,2.7,8.9,4.1,0,275,28.8,77,1016.9,174
2015-04-02,6.3,3.7,9,0.7,0,289,24.8,52.2,1017,318
2015-04-03,6.8,2.7,10.5,0.7,0,251,8.6,25.6,1020.8,282
2015-04-04,5.9,1,9.4,0.5,0,24,14.4,38.9,1019.3,276
2015-04-05,5,-2.1,10.9,0,0,359,7.9,28.1,1026.1,462
2015-04-06,4.8,-0.8,9.4,0.1,0,347,5.4,16.9,1031.3,78
2015-04-07,6.1,-2.7,12.8,0,0,243,7.2,26.3,1036.7,336
2015-04-08,7.4,1.2,13.8,0,0,26,4.3,24.5,1034.3,234
2015-04-09,11.1,1,19.4,0,0,19,6.5,24.8,1027.6,720
2015-04-10,14,4.7,22.6,0,0,170,7.6,23.8,1020.4,702
2015-04-11,11.7,2.5,15.7,0.2,0,212,21.2,55.4,1020.6,42
2015-04-12,10.3,2.2,16,0,0,193,17.6,37.4,1028.5,678
2015-04-13,9.7,4,13.4,0,0,302,11.9,41.8,1031.1,600
2015-04-14,13.5,3.8,22.4,0,0,198,14,43.2,1026.5,696
2015-04-15,16.1,7.3,24.1,0,0,210,11.5,32,1018,750
2015-04-16,11.6,6,17.4,0,0,8,11.5,32,1016.1,672
2015-04-17,8.7,4.4,13.5,0,0,19,14.4,36,1019.2,318
2015-04-18,8.1,1.4,14.4,0,0,31,11.9,40.7,1026.7,744
2015-04-19,9.6,0.8,16.4,0,0,359,8.3,24.5,1023.2,732
2015-04-20,12.6,2.6,19.4,0,0,22,11.2,33.5,1027.8,762
2015-04-21,12.6,3.5,20.8,0,0,346,10.1,27.7,1031,786
2015-04-22,8.9,3.5,15.1,0,0,358,10.8,29.9,1028.4,360
2015-04-23,9.6,0.9,16.7,0,0,342,5.8,22,1020.1,774
2015-04-24,13.9,2.4,21.5,1.8,0,173,10.8,32.8,1013.1,666
2015-04-25,13.1,10.5,15.1,5.2,0,222,9.4,35.6,1009,18
2015-04-26,13.6,11.1,16.7,10.7,0,227,10.8,28.1,1007,54
2015-04-27,9,4,11.1,0.1,0,15,14.8,40.7,1007.9,0
2015-04-28,6.9,-0.6,13.1,0,0,301,12.2,48.2,1017.1,564
2015-04-29,9.3,1.3,15,0.8,0,175,16.2,40.7,1018.2,420
2015-04-30,8.9,2.7,11.5,2.3,0,219,16.2,38.5,1013.3,126
2015-05-01,8.2,0.1,14.4,0,0,1,6.1,20.2,1009.9,552
2015-05-02,10.6,1.7,16.2,0,0,12,5.8,18,1011.9,558
2015-05-03,13.8,7.6,17,8.3,0,143,15.8,37.8,1004.8,108
2015-05-04,16.7,12.7,21.1,3.2,0,200,14,38.2,1007.2,312
2015-05-05,17.2,10.8,24.5,0.4,0,182,25.6,82.8,1002.4,306
2015-05-06,13,9.5,17.8,0.8,0,205,25.2,63.7,1012.2,528
2015-05-07,11.9,8.5,16.8,0,0,237,18,42.5,1018.4,276
2015-05-08,14.7,8.1,20.2,0,0,103,5.8,21.6,1016.1,426
2015-05-09,15.8,12.6,19.1,0.1,0,224,21.2,54,1017.8,240
2015-05-10,14.3,9.2,19.3,0,0,263,8.3,30.6,1026.5,738
2015-05-11,18.7,12.8,26.2,0,0,167,14.8,33.8,1021.7,582
2015-05-12,17.4,6.2,21.5,0,0,228,16.6,44.6,1018.1,300
2015-05-13,13.6,6.4,20,0,0,251,10.1,35.6,1018.9,798
2015-05-14,12.4,5.7,17.9,0,0,26,9.7,25.2,1013.9,678
2015-05-15,12.8,6.4,17.7,0,0,2,13.7,34.9,1017.6,624
2015-05-16,9.6,4.2,13,1,0,248,11.9,32.8,1024.1,0
2015-05-17,11.9,3.9,18.7,0,0,239,8.6,25.9,1024.7,402
2015-05-18,14.2,5.7,21.5,0.7,0,203,19.4,50.8,1010.8,420
2015-05-19,11.4,8,15.9,0.6,0,225,23.4,57.2,1008.1,324
2015-05-20,10.9,4.5,15.6,0.2,0,244,14,37.1,1015.4,516
2015-05-21,11.7,2.5,18.1,0,0,273,6.8,31,1025.5,474
2015-05-22,14.4,6.8,21,0,0,298,5,20.5,1025.9,474
2015-05-23,14.1,9.3,19.7,0,0,325,9,29.9,1022.2,114
2015-05-24,13.9,7,20.3,0.4,0,336,6.1,24.5,1019.8,498
2015-05-25,12.4,7.6,17.1,1.2,0,323,8.6,26.6,1016.6,84
2015-05-26,11.7,9,15.6,0,0,326,13.3,34.9,1021.5,96
2015-05-27,13.8,8.4,18.6,0,0,257,9,40,1023.3,276
2015-05-28,14.4,10.2,19.2,1,0,212,18,51.5,1015.1,132
2015-05-29,12.9,8.7,17.9,2.8,0,211,18.4,51.8,1011,120
2015-05-30,10.6,7.5,14.2,4,0,236,13.7,44.3,1014.8,372
2015-05-31,14.6,8.4,19.4,3.1,0,179,22.3,54.7,1012.4,84
2015-06-01,13.4,8.4,18.3,0.5,0,246,9.7,37.4,1016,384
2015-06-02,16.5,12.2,20.5,0.5,0,200,23,51.8,1013,24
2015-06-03,16.5,9.8,20.1,0,0,259,16.9,49.7,1022.2,198
2015-06-04,16.9,7.7,24.2,0,0,46,7.6,25.9,1026.7,750
2015-06-05,23.6,10.7,33.1,2.8,0,154,10.8,46.4,1018.7,792
2015-06-06,18,8,22.4,0,0,268,12.6,33.8,1023.9,474
2015-06-07,15.4,5.6,21.7,0,0,347,9,36,1029.8,864
2015-06-08,14.2,9,19.5,0,0,19,18.7,45.7,1029.7,726
2015-06-09,12.8,8.4,17.8,0,0,27,17.3,39.6,1029.4,660
2015-06-10,17.2,10.5,23.7,0,0,45,16.9,40.3,1026.1,660
2015-06-11,19.6,12.1,26,0,0,47,12.2,32.8,1019.6,774
2015-06-12,21.5,10.2,30.3,0.1,0,90,9,35.3,1011.8,666
2015-06-13,19.5,12.2,24.2,2.4,0,217,17.3,49,1010.6,498
2015-06-14,17.8,9.9,23.9,0,0,273,9.4,25.2,1012.1,486
2015-06-15,15.9,11.1,21,0,0,20,15.1,34.6,1019.3,480
2015-06-16,12.7,6.5,18,0,0,21,12.6,31,1025.2,312
2015-06-17,16.2,4.3,22.9,5,0,211,11.2,34.2,1023.3,636
2015-06-18,16.6,12.1,20.5,0,0,285,17.6,44.3,1017.3,360
2015-06-19,12.2,10.3,14.6,8.8,0,280,11.9,31.7,1019.2,0
2015-06-20,12.9,10.5,15.5,0.2,0,291,8.6,22.7,1020.9,24
2015-06-21,16,11.9,22.2,1.1,0,196,13.3,45,1016,162
2015-06-22,12.2,9.5,15.1,25.6,0,228,14.4,44.6,1009.8,12
2015-06-23,12.1,9.4,16.5,2,0,276,14,34.2,1013.9,96
2015-06-24,14.8,11.7,20.2,0,0,237,10.8,25.2,1022.4,228
2015-06-25,18.9,13.1,25.1,0,0,203,10.8,29.2,1022.6,582
2015-06-26,21.3,13.8,26.4,3.8,0,197,10.8,34.9,1019.2,276
2015-06-27,19.4,15.3,23.1,1,0,252,17.3,42.5,1017.9,426
2015-06-28,19.1,9.6,24.2,0,0,155,7.2,24.8,1021.7,522
2015-06-29,21,14.7,25.3,0,0,284,9.4,27.4,1021.5,660
2015-06-30,21.7,11.8,28.9,0,0,52,7.2,24.8,1021.5,906
2015-07-01,26.5,14.3,33.7,0,0,108,13.7,41.4,1018.1,906
2015-07-02,30,23.3,37.2,0,0,141,16.9,39.6,1018,756
2015-07-03,26.5,19.7,33.1,0,0,5,9,20.9,1023.1,816
2015-07-04,29.4,20.9,36,0.2,0,336,11.2,37.4,1018.8,690
2015-07-05,22.6,17.8,31.5,12.2,0,332,12.2,73.1,1017.2,288
2015-07-06,20,14.4,25.4,0,0,249,10.8,39.2,1020.8,780
2015-07-07,22.8,13.9,31.4,0.7,0,172,15.5,53.6,1010.9,444
2015-07-08,16,13.7,19.3,8,0,236,24.1,62.6,1011.4,108
2015-07-09,14.8,8.1,19.7,0.2,0,293,16.2,42.5,1020.8,378
2015-07-10,15.8,5.9,23,0,0,100,5.8,23,1023.3,858
2015-07-11,21.4,11.4,29.3,0,0,183,11.9,43.6,1016.5,696
2015-07-12,16.6,13.9,18.4,1.6,0,236,12.2,28.1,1018.9,18
2015-07-13,17.1,15.6,19.1,3.3,0,231,16.2,36,1017.1,0
2015-07-14,18.3,16.7,21.5,0.3,0,253,16.6,38.5,1017.4,24
2015-07-15,19.9,16.6,24.1,0.2,0,242,8.3,34.6,1019.6,24
2015-07-16,21.5,15.4,27.4,0,0,340,7.2,29.5,1018.2,558
2015-07-17,26.4,18.7,32.5,0.1,0,232,18.7,48.2,1013,780
2015-07-18,20.7,16,26.2,7.6,0,288,12.6,33.8,1017.1,564
2015-07-19,17.9,14.8,21.2,0,0,316,11.2,33.1,1011.9,126
2015-07-20,19,11.7,23,1.3,0,195,11.2,30.6,1013.8,210
2015-07-21,22.7,17.9,26.5,0,0,233,15.8,41,1014.3,360
2015-07-22,20.9,16.2,25.7,0,0,255,10.1,37.4,1015.3,300
2015-07-23,19,14.1,23.1,0,0,273,9.7,25.6,1017.3,450
2015-07-24,21.3,13.9,27.1,3.8,0,93,6.5,26.3,1010.5,306
2015-07-25,16.4,12,20.7,2.1,0,215,28.1,75.6,1006.6,30
2015-07-26,15.8,8.7,22.9,3.3,0,197,15.8,54,1012.2,474
2015-07-27,16.9,13.8,21.3,0.3,0,205,23.8,59,1002.7,96
2015-07-28,15.3,12.2,18,0.8,0,230,25.6,57.6,1007.1,30
2015-07-29,14.4,10.5,19,2.2,0,245,21.2,59.8,1010.1,300
2015-07-30,14.1,8.8,20.4,0.7,0,256,11.5,41.4,1016.5,288
2015-07-31,14.3,5.9,20.6,0,0,351,6.5,23,1019.9,756
2015-08-01,18,8.9,25.4,0,0,3,7.9,25.2,1016.6,762
2015-08-02,19.8,9,27.8,0,0,48,6.8,24.1,1019.5,828
2015-08-03,25.7,14.3,34.2,0.2,0,149,13.3,39.6,1014.6,810
2015-08-04,19.7,13.7,24.4,8.3,0,196,13,43.2,1014.3,144
2015-08-05,19.8,12.1,26.7,0,0,143,13.3,36.4,1017.5,750
2015-08-06,25.7,18.3,33.6,2.7,0,177,14.8,42.8,1014.4,810
2015-08-07,23.8,17.9,30.1,5.4,0,11,11.9,34.2,1016.8,498
2015-08-08,20,16,22.2,0,0,356,10.1,27,1021.8,18
2015-08-09,19.9,13.9,24.8,1.3,0,15,7.9,24.8,1020.7,306
2015-08-10,17,14,20.4,14.6,0,34,5,21.2,1018.5,6
2015-08-11,19.8,12,26,0,0,357,5.8,21.2,1019.2,564
2015-08-12,21.7,18.4,26.6,0,0,28,13.3,28.4,1021.4,336
2015-08-13,24.2,17.8,30.5,3.9,0,38,11.9,29.5,1014.7,702
2015-08-14,22.4,18,27.8,0,0,204,10.8,34.9,1008.7,336
2015-08-15,19.7,16,23.9,12.1,0,215,11.5,29.5,1009.3,132
2015-08-16,15.2,13.5,16.4,22.9,0,305,15.1,32.8,1014.4,0
2015-08-17,13.9,13.2,14.7,18.4,0,280,14.8,27.7,1013.7,0
2015-08-18,14.9,11,18.4,0,0,231,12.6,28.4,1015.6,48
2015-08-19,16.2,8.9,21.8,0,0,179,6.1,20.5,1021.2,618
2015-08-20,18.6,11.3,25.4,0,0,106,6.8,24.8,1023.6,714
2015-08-21,19.8,14,26,0,0,132,9.7,26.3,1023.9,696
2015-08-22,20.5,12.3,26.9,0,0,114,9.7,32.8,1019.1,768
2015-08-23,21.5,16.5,26.9,13.7,0,118,16.9,51.8,1008.4,546
2015-08-24,19.5,16.2,24.2,9.3,0,166,20.9,64.8,1003.1,282
2015-08-25,17.1,14.4,20.3,0.5,0,213,27.7,57.2,1012.4,192
2015-08-26,22.5,17.8,27.3,0.8,0,173,22.7,46.4,1012.3,546
2015-08-27,16.8,13.2,22.3,22.7,0,219,13,39.6,1011.5,0
2015-08-28,16.4,11.2,21.2,0,0,226,9,22,1018.7,636
2015-08-29,18.7,9.8,26.1,0,0,96,5.8,22.7,1021.9,672
2015-08-30,24,17.4,31.8,0,0,28,7.9,32.4,1016.5,594
2015-08-31,24.6,18.7,31.7,0.2,0,171,16.9,51.8,1011,666
2015-09-01,16.6,11.4,20.5,12,0,288,12.6,37.4,1013.8,42
2015-09-02,14.4,9.6,18.7,0.5,0,239,8.6,31,1017.4,300
2015-09-03,13.8,9.6,18.7,0,0,243,9.4,33.8,1015.2,288
2015-09-04,13.5,9.9,16.3,1.8,0,228,17.6,36.7,1015,168
2015-09-05,13.1,10.3,15.9,3.2,0,262,16.9,41.8,1016.7,84
2015-09-06,12.7,9,17.3,0.7,0,281,15.1,40.3,1023.7,150
2015-09-07,14,11.8,16.8,1.2,0,291,11.5,37.4,1026.4,30
2015-09-08,13.7,9.6,16.8,1.2,0,328,6.1,18,1026.4,6
2015-09-09,14.1,9.1,19.3,0,0,28,10.8,34.2,1024.1,714
2015-09-10,14.1,8.4,20,0,0,51,11.9,33.8,1022.9,636
2015-09-11,13.9,7.2,20.4,0,0,67,7.6,24.1,1018.2,612
2015-09-12,15.7,9.6,21.7,6.1,0,144,11.9,40,1013.6,102
2015-09-13,17.3,13.7,19.7,1,0,151,14,40.3,1008.5,96
2015-09-14,16.6,11.3,21.4,2.6,0,178,20.5,57.6,1002.3,258
2015-09-15,13.9,11,18.2,2.1,0,180,22.7,59,1004.4,216
2015-09-16,15.5,12.6,18.5,13.1,0,151,25.2,56.5,995.6,0
2015-09-17,15.3,10.8,17.6,3.4,0,188,23.4,60.1,1001.3,0
2015-09-18,14.7,9.9,19.3,0,0,177,15.8,41.4,1015.2,264
2015-09-19,14.3,11.6,17.1,0.7,0,237,10.4,24.5,1021.9,30
2015-09-20,13.3,9.4,16.4,0,0,263,7.9,21.6,1024.9,126
2015-09-21,14.2,9.5,18.4,0.8,0,205,10.8,27.4,1015.9,354
2015-09-22,12.8,10.4,15.8,12.6,0,181,14.8,46.1,1003,48
2015-09-23,12.5,9.5,17,1.2,0,232,14.4,43.2,1009.5,108
2015-09-24,13.8,10.4,18.2,0.1,0,197,18.7,40.7,1018,72
2015-09-25,12.8,8.8,17.3,0,0,251,8.3,25.9,1022.8,114
2015-09-26,11.5,6.5,17.3,0,0,16,7.2,32,1027.9,558
2015-09-27,11,5.9,17.8,0,0,31,11.5,39.6,1033.7,582
2015-09-28,11.6,5.4,17.3,0,0,41,13.3,33.5,1037.2,594
2015-09-29,12,6.6,17.4,0,0,41,15.8,39.6,1036,654
2015-09-30,12.2,7,18,0,0,47,16.2,43.2,1034.4,654
2015-10-01,10.7,5.4,16.2,0,0,48,15.8,40.7,1031.3,642
2015-10-02,10.4,1.6,18.2,0,0,38,9.4,27.7,1024.5,642
2015-10-03,11.8,3.9,19.5,0,0,83,6.1,25.2,1015.8,330
2015-10-04,13.6,7.6,18.6,0,0,162,11.9,29.2,1016.4,312
2015-10-05,14,10,17.7,9,0,149,17.3,42.5,1012.3,324
2015-10-06,16.7,14.2,20.5,0,0,157,17.3,45,1003.8,96
2015-10-07,15.1,13.1,17.1,4.2,0,191,18.7,39.6,1011.4,6
2015-10-08,12.5,11.6,13.6,4.6,0,233,10.1,24.1,1020.5,0
2015-10-09,12.9,10.1,15.5,0,0,346,6.8,20.5,1022.5,66
2015-10-10,11.1,5.7,14.4,0,0,42,14.4,33.5,1020.4,192
2015-10-11,6.9,2.4,12.2,0,0,45,14,37.1,1018.5,606
2015-10-12,4.8,-0.7,11.3,0,0,44,8.6,20.5,1018.7,444
2015-10-13,3.4,0.1,5.4,1.6,0,27,13.7,41.4,1018.7,12
2015-10-14,3.4,1.6,4.5,5.5,0,24,12.2,29.5,1019.9,0
2015-10-15,4.5,1.1,6.9,10.4,0,345,9.4,24.1,1018.4,0
2015-10-16,6.6,5.7,7.7,9.7,0,229,9.4,20.5,1018.8,0
2015-10-17,6.6,3.9,8.6,0,0,144,10.1,23.4,1018.8,0
2015-10-18,7.8,5.5,10.7,0.6,0,207,5.8,16.2,1020.3,114
2015-10-19,8.4,4.3,11.2,0,0,342,4.3,11.2,1022.6,0
2015-10-20,9.1,7,11.5,0.7,0,291,6.5,23.4,1023.9,0
2015-10-21,9.8,5.7,12.5,1.3,0,216,12.6,33.8,1020.6,18
2015-10-22,11.6,9.7,13.5,0.2,0,221,14.8,31,1016.8,0
2015-10-23,11.7,5.2,15.3,0,0,190,7.9,27,1023.8,222
2015-10-24,11.6,9.1,13.7,0.3,0,156,12.6,24.8,1018.5,6
2015-10-25,10.8,8.6,13.2,0.2,0,75,5.8,22.7,1024.4,12
2015-10-26,11.1,6.1,16.9,0,0,99,10.4,36.4,1020.8,420
2015-10-27,12.3,8.7,17.7,0,0,145,15.5,37.1,1016.1,504
2015-10-28,10.3,7.7,12.8,0,0,150,16.6,39.6,1012.1,84
2015-10-29,11.7,5.7,16.3,0,0,177,10.4,25.2,1019,270
2015-10-30,9.7,4.5,14.3,0,0,134,11.5,33.8,1026.4,294
2015-10-31,9.2,4.3,12.9,0,0,146,15.1,37.8,1027.3,456
2015-11-01,8.6,3.5,15.3,0,0,159,8.6,27.7,1030.8,456
2015-11-02,9.5,2.5,16.6,0,0,120,10.8,32,1027.1,504
2015-11-03,9.3,3.9,15.5,0,0,161,11.5,30.2,1021.6,438
2015-11-04,12.2,7.4,15.4,2,0,155,18.7,40.7,1019.1,144
2015-11-05,14,11,17,2,0,153,16.2,32.8,1020.2,102
2015-11-06,15.4,13.3,17.6,1.4,0,179,18.4,42.5,1020.2,6
2015-11-07,17.5,14.5,19.1,0.1,0,202,18.7,51.8,1022.9,0
2015-11-08,14.2,7.6,16.9,1.8,0,176,14.8,40,1025.7,144
2015-11-09,15,13.3,17.6,0,0,230,25.6,57.2,1022.7,48
2015-11-10,13.8,13.1,14.5,0,0,225,25.6,52.6,1024.2,0
2015-11-11,12.3,11.5,13.5,0,0,213,22.7,41.4,1025,0
2015-11-12,13.2,10.5,15.5,0,0,204,14.4,36.4,1025.2,120
2015-11-13,11.9,7.7,13.8,1.5,0,214,22.7,78.8,1022.2,24
2015-11-14,8.6,6.1,10.7,4.2,0,230,24.8,54.4,1024.4,36
2015-11-15,13.4,10.5,16,4.2,0,235,31,63,1013.2,0
2015-11-16,12.4,11.7,13.1,9.4,0,218,24.8,46.4,1014.3,0
2015-11-17,14.2,12,16.1,1.1,0,215,27.7,90.7,1008.1,66
2015-11-18,13.5,11.5,15.2,0,0,235,35.6,81.4,1013.1,54
2015-11-19,11.3,7.9,13.9,7.6,0,237,25.6,67.3,1012.8,24
2015-11-20,7.9,4.7,9.5,0.4,0,245,15.5,33.5,1006.3,0
2015-11-21,4.5,2.4,6.3,1.1,0,240,17.6,40.7,998.3,210
2015-11-22,2.5,0.1,5.6,0,0,287,14.4,38.9,1009,228
2015-11-23,3.2,0.8,6.2,0,0,273,11.2,30.2,1023.1,420
2015-11-24,2.5,1,4.7,12.1,0,174,23.8,52.9,1017.3,0
2015-11-25,4.8,2.1,7.7,0.1,0,227,13.3,35.3,1007.3,18
2015-11-26,3.9,0,8.6,0,0,289,5.8,22.3,1017.9,402
2015-11-27,3.1,0.3,6.7,2.9,0,159,19.4,48.2,1017.3,330
2015-11-28,5.7,2.8,7.6,2.2,0,220,25.6,66.6,1012.1,288
2015-11-29,9.5,6.4,11.5,6.5,0,223,38.2,83.9,1009.8,0
2015-11-30,9.4,6.9,11.1,24.1,0,240,27.7,65.5,1015.7,0
2015-12-01,9.5,7.2,12.1,4.4,0,233,14.8,42.1,1023.4,0
2015-12-02,9.6,5.1,11.5,0,0,208,18,37.1,1028.2,24
2015-12-03,8.9,6.9,11.4,3,0,164,17.3,42.5,1027.6,324
2015-12-04,8.4,6.2,10.3,1.9,0,209,22,43.9,1027.4,198
2015-12-05,6.5,4.8,9.1,0,0,173,24.8,48.2,1027.6,12
2015-12-06,9.2,5.2,12.3,3.7,0,187,24.1,50,1024.1,12
2015-12-07,11,9.6,14.6,0,0,160,13.7,38.9,1030.8,126
2015-12-08,11.2,9.3,13.8,5.6,0,162,21.2,44.3,1028.8,390
2015-12-09,7.2,3.2,10.5,0,0,229,14.4,26.6,1035.8,372
2015-12-10,4.8,3.1,8.1,2.3,0,165,21.6,37.8,1032.6,390
2015-12-11,6,3,8.2,5.2,0,193,23.4,48.6,1023.9,0
2015-12-12,7.1,2.7,11,1.4,0,213,18,58,1022,0
2015-12-13,7.8,6.4,10.5,1.9,0,264,14.8,63,1020.4,0
2015-12-14,7.9,5.8,10,0,0,155,15.8,33.5,1021.2,234
2015-12-15,7.9,6.1,10.3,2.5,0,147,14.8,31.3,1023.3,252
2015-12-16,10.8,8.8,12.9,3.8,0,174,19.4,38.2,1023.4,0
